"#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d","URLS"
770,"Centurion","CNT","$953,652","0.012908","73877869","$1,275","-3.23%","145.90%","68.37%","https://coinmarketcap.com/currencies/centurion/"
771,"STRAKS","STAK","$953,094","0.318918","2988524","$5,945","-0.04%","-2.99%","-44.62%","https://coinmarketcap.com/currencies/straks/"
772,"Wild Crypto","WILD","$944,033","0.038732","24373456","$16,315","-0.68%","-17.99%","-42.84%","https://coinmarketcap.com/currencies/wild-crypto/"
773,"PlusCoin","PLC","$917,177","0.000177","5172323624","$9,115","0.15%","-15.27%","-31.23%","https://coinmarketcap.com/currencies/pluscoin/"
774,"Bytecent","BYC","$916,663","0.443413","2067290","$10,732","-0.18%","-2.56%","5.81%","https://coinmarketcap.com/currencies/bytecent/"
775,"DraftCoin","DFT","$909,920","0.117845","7721329","$23,153","1.02%","-3.52%","-39.37%","https://coinmarketcap.com/currencies/draftcoin/"
776,"Happycoin","HPC","$909,322","0.064677","14059365","$15,821","-1.80%","-32.75%","62.12%","https://coinmarketcap.com/currencies/happycoin/"
777,"Ace","ACE","$896,264","0.227385","3941615","$375,017","-3.85%","-11.04%","-20.78%","https://coinmarketcap.com/currencies/ace/"
778,"Sovereign Hero","HERO","$884,547","185.32","4773","$569","0.20%","-4.08%","-0.82%","https://coinmarketcap.com/currencies/sovereign-hero/"
779,"PlatinumBAR","XPTX","$882,763","1.25","706430","$10,649","-0.33%","6.58%","-17.00%","https://coinmarketcap.com/currencies/platinumbar/"
780,"Shekel","JEW","$879,744","0.009848","89334583","$4,600","-2.50%","17.45%","-3.75%","https://coinmarketcap.com/currencies/shekel/"
781,"MagicCoin","MAGE","$869,362","0.118268","7350777","$626","-0.16%","0.62%","-19.35%","https://coinmarketcap.com/currencies/magiccoin/"
782,"WandX","WAND","$859,113","0.070165","12244135","$5,104","-0.08%","7.15%","-4.54%","https://coinmarketcap.com/currencies/wandx/"
783,"Kolion","KLN","$857,098","1.22","700524","$9,820","-0.09%","-2.42%","-10.35%","https://coinmarketcap.com/currencies/kolion/"
784,"Embers","MBRS","$851,300","0.017026","49998555","$849","0.02%","-20.83%","-31.59%","https://coinmarketcap.com/currencies/embers/"
785,"PetroDollar","XPD","$831,810","0.012998","63993275","$1,852","0.03%","-26.10%","-11.20%","https://coinmarketcap.com/currencies/petrodollar/"
786,"Digitalcoin","DGC","$830,021","0.029008","28613138","$7,302","-0.17%","40.49%","26.25%","https://coinmarketcap.com/currencies/digitalcoin/"
787,"Authorship","ATS","$824,712","0.010309","80000000","$4,659","0.25%","-2.81%","9.07%","https://coinmarketcap.com/currencies/authorship/"
788,"Bata","BTA","$820,585","0.163798","5009735","$7,316","-0.43%","-9.04%","35.05%","https://coinmarketcap.com/currencies/bata/"
789,"Zennies","ZENI","$811,250","0.000811","1000812836","$3,805","-0.16%","-7.97%","2.57%","https://coinmarketcap.com/currencies/zennies/"
790,"Unify","UNIFY","$806,561","0.045158","17860831","$4,739","-4.76%","-2.18%","-19.67%","https://coinmarketcap.com/currencies/unify/"
791,"Dinastycoin","DCY","$791,040","0.000515","1535495667","$1,332","-0.16%","11.07%","-14.00%","https://coinmarketcap.com/currencies/dinastycoin/"
792,"CryptoCarbon","CCRB","$787,896","0.221188","3562111","$37,505","-0.47%","-1.06%","9.85%","https://coinmarketcap.com/currencies/cryptocarbon/"
793,"Legends Room","LGD","$768,872","0.384436","2000000","$7,512","-0.02%","2.04%","-1.01%","https://coinmarketcap.com/currencies/legends-room/"
794,"The Cypherfunks","FUNK","$767,170","0.000016","47309757499","$897","-0.22%","-11.55%","?","https://coinmarketcap.com/currencies/the-cypherfunks/"
795,"PopularCoin","POP","$757,917","0.000221","3432796480","$504","-0.16%","-0.37%","-20.23%","https://coinmarketcap.com/currencies/popularcoin/"
796,"Netko","NETKO","$732,576","0.143556","5103065","$4,171","0.80%","-1.62%","52.63%","https://coinmarketcap.com/currencies/netko/"
797,"FujiCoin","FJC","$724,486","0.000553","1310942755","$958","-0.21%","1.91%","-13.10%","https://coinmarketcap.com/currencies/fujicoin/"
798,"DFSCoin","DFS","$715,244","0.041021","17436002","$13,126","-0.25%","-9.27%","-2.78%","https://coinmarketcap.com/currencies/dfscoin/"
799,"Bitdeal","BDL","$712,981","0.004061","175583793","$9,255","0.61%","17.00%","-12.99%","https://coinmarketcap.com/currencies/bitdeal/"
800,"Megacoin","MEC","$707,224","0.019123","36983275","$1,333","-0.09%","9.03%","-7.97%","https://coinmarketcap.com/currencies/megacoin/"
801,"Bitgem","BTG","$697,360","11.52","60523","$57,404","1.58%","127.50%","82.31%","https://coinmarketcap.com/currencies/bitgem/"
802,"Startcoin","START","$688,968","0.015283","45079785","$2,926","-0.12%","1.40%","-8.45%","https://coinmarketcap.com/currencies/startcoin/"
803,"EtherSportz","ESZ","$688,171","0.138344","4974347","$7,993","0.04%","-17.70%","-0.84%","https://coinmarketcap.com/currencies/ethersportz/"
804,"Skeincoin","SKC","$675,354","0.051002","13241802","$954","9.13%","2.01%","-32.24%","https://coinmarketcap.com/currencies/skeincoin/"
805,"Deutsche eMark","DEM","$653,402","0.017920","36461538","$623","0.11%","-1.51%","-4.68%","https://coinmarketcap.com/currencies/deutsche-emark/"
806,"ArbitrageCT","ARCT","$623,363","0.007252","85955112","$5,172","-1.80%","-5.26%","-25.88%","https://coinmarketcap.com/currencies/arbitragect/"
807,"GanjaCoin","MRJA","$618,541","0.044746","13823348","$3,172","-0.16%","-35.72%","-49.12%","https://coinmarketcap.com/currencies/ganjacoin/"
808,"PeepCoin","PCN","$604,439","0.000054","11189704537","$26,972","0.94%","14.91%","-6.64%","https://coinmarketcap.com/currencies/peepcoin/"
809,"LendConnect","LCT","$604,174","0.279573","2161059","$21,513","-0.11%","-19.05%","-66.00%","https://coinmarketcap.com/currencies/lendconnect/"
810,"Intelligent T...","ITT","$597,835","0.061004","9799899","$1,204","0.03%","-2.05%","-9.46%","https://coinmarketcap.com/currencies/intelligent-trading-tech/"
811,"Kubera Coin","KBR","$583,051","0.005096","114423294","$31,782","34.26%","12.17%","-15.20%","https://coinmarketcap.com/currencies/kubera-coin/"
812,"Equal","EQL","$562,661","0.001754","320845799","$3,768","-8.49%","-15.61%","-23.05%","https://coinmarketcap.com/currencies/equal/"
813,"Billionaire T...","XBL","$554,682","0.169717","3268274","$2,276","-0.15%","5.40%","39.43%","https://coinmarketcap.com/currencies/billionaire-token/"
814,"Accelerator N...","ACC","$550,825","1.71","322502","$2,129","0.15%","-43.71%","-53.32%","https://coinmarketcap.com/currencies/accelerator-network/"
815,"Monster Byte","MBI","$546,660","0.032495","16822736","$898","-0.04%","?","-24.22%","https://coinmarketcap.com/currencies/monster-byte/"
816,"OP Coin","OPC","$525,156","0.003678","142772093","$30,187","5.56%","16.77%","7.27%","https://coinmarketcap.com/currencies/op-coin/"
817,"RouletteToken","RLT","$523,718","0.051258","10217289","$4,205","-0.25%","-14.63%","-16.80%","https://coinmarketcap.com/currencies/roulettetoken/"
818,"Bitradio","BRO","$521,880","0.083589","6243427","$511","-13.99%","-12.76%","-29.90%","https://coinmarketcap.com/currencies/bitradio/"
819,"Ethereum Cash","ECASH","$511,683","0.036290","14100000","$1,548","-2.79%","-2.34%","-30.21%","https://coinmarketcap.com/currencies/ethereumcash/"
820,"Triangles","TRI","$494,299","4.56","108331","$1,250","-0.16%","3.40%","-14.41%","https://coinmarketcap.com/currencies/triangles/"
821,"Suretly","SUR","$494,018","2.23","221489","$560","0.14%","-5.89%","-23.88%","https://coinmarketcap.com/currencies/suretly/"
822,"Bitcoin Scrypt","BTCS","$493,244","0.029070","16967325","$511","-5.11%","15.49%","-5.54%","https://coinmarketcap.com/currencies/bitcoin-scrypt/"
823,"High Voltage","HVCO","$488,435","0.326894","1494171","$2,503","-6.50%","1.58%","152.05%","https://coinmarketcap.com/currencies/high-voltage/"
824,"GoldBlocks","GB","$475,836","0.030713","15493092","$601","0.15%","13.69%","-11.71%","https://coinmarketcap.com/currencies/goldblocks/"
825,"Copico","XCPO","$472,825","0.030027","15746668","$1,341","-0.16%","-1.27%","4.40%","https://coinmarketcap.com/currencies/copico/"
826,"MojoCoin","MOJO","$469,578","0.038531","12186994","$2,859","0.12%","0.36%","-15.11%","https://coinmarketcap.com/currencies/mojocoin/"
827,"Bitair","BTCA","$458,869","0.000656","700000000","$3,150","1.15%","7.68%","-13.82%","https://coinmarketcap.com/currencies/bitair/"
828,"ParkByte","PKB","$457,538","0.096040","4764026","$30,691","-4.06%","-9.41%","-19.00%","https://coinmarketcap.com/currencies/parkbyte/"
829,"WhaleCoin","WHL","$438,825","0.053723","8168308","$66,883","-1.13%","-0.54%","-19.17%","https://coinmarketcap.com/currencies/whalecoin/"
830,"TittieCoin","TTC","$432,157","0.000343","1259816434","$1,331","-13.73%","6.48%","-33.03%","https://coinmarketcap.com/currencies/tittiecoin/"
831,"Dashcoin","DSH","$426,318","0.024257","17574970","$1,310","-0.18%","13.41%","38.27%","https://coinmarketcap.com/currencies/dashcoin/"
832,"TEKcoin","TEK","$416,272","0.000294","1414054562","$2,868","-0.16%","0.27%","6.50%","https://coinmarketcap.com/currencies/tekcoin/"
833,"ERC20","ERC20","$415,516","0.000264","1574741156","$2,919","0.51%","-6.73%","-37.42%","https://coinmarketcap.com/currencies/erc20/"
834,"DigitalDevelo...","DDF","$407,815","0.079678","5118307","$10,513","3.35%","7.23%","25.61%","https://coinmarketcap.com/currencies/digital-developers-fund/"
835,"HOdlcoin","HODL","$399,131","0.002429","164342925","$1,315","-1.02%","-26.38%","-37.37%","https://coinmarketcap.com/currencies/hodlcoin/"
836," iEthereum","IETH","$398,193","0.022144","17982000","$971","-0.17%","-6.27%","5.19%","https://coinmarketcap.com/currencies/iethereum/"
837,"Manna","MANNA","$395,541","0.009057","43673073","$1,454","-0.16%","-14.43%","-17.06%","https://coinmarketcap.com/currencies/manna/"
838,"CarTaxi Token","CTX","$395,202","0.009898","39928144","$18,833","-0.04%","-11.35%","-17.29%","https://coinmarketcap.com/currencies/cartaxi-token/"
839,"Phoenixcoin","PXC","$389,432","0.005961","65327363","$938","-8.11%","-2.18%","-29.85%","https://coinmarketcap.com/currencies/phoenixcoin/"
840,"AquariusCoin","ARCO","$388,478","0.233117","1666450","$912","-0.15%","10.78%","44.22%","https://coinmarketcap.com/currencies/aquariuscoin/"
841,"Galactrum","ORE","$379,829","0.418718","907123","$3,547","-0.17%","10.93%","9.99%","https://coinmarketcap.com/currencies/galactrum/"
842,"Minereum","MNE","$379,260","0.149210","2541786","$2,867","-1.65%","4.16%","-11.24%","https://coinmarketcap.com/currencies/minereum/"
843,"Speedcash","SCS","$374,973","0.862728","434636","$6,493","13.47%","17.61%","23.04%","https://coinmarketcap.com/currencies/speedcash/"
844,"Cryptojacks","CJ","$365,260","0.000898","406568581","$1,590","0.05%","3.59%","-13.52%","https://coinmarketcap.com/currencies/cryptojacks/"
845,"DigiCube","CUBE","$357,545","0.000147","2429126009","$970","-0.16%","100.54%","-26.19%","https://coinmarketcap.com/currencies/digicube/"
846,"Scorecoin","SCORE","$351,652","0.008425","41737500","$1,603","-0.18%","7.28%","-22.03%","https://coinmarketcap.com/currencies/scorecoin/"
847,"LeviarCoin","XLC","$349,746","0.031057","11261301","$573","-0.16%","-9.39%","-46.53%","https://coinmarketcap.com/currencies/leviarcoin/"
848,"TagCoin","TAG","$349,649","0.054345","6433866","$608","-1.54%","8.52%","14.66%","https://coinmarketcap.com/currencies/tagcoin/"
849,"Litecoin Plus","LCP","$346,306","0.279663","1238298","$3,009","2.26%","-15.28%","-0.74%","https://coinmarketcap.com/currencies/litecoin-plus/"
850,"VirtualCoin","VC","$339,234","0.033707","10064287","$8,018","-0.16%","136.72%","39.41%","https://coinmarketcap.com/currencies/virtualcoin/"
851,"Elcoin","EL","$339,220","0.030263","11208967","$2,459","4.86%","-29.36%","-39.04%","https://coinmarketcap.com/currencies/elcoin-el/"
852,"WavesGo","WGO","$317,828","0.033465","9497326","$4,703","-0.01%","-23.71%","-52.23%","https://coinmarketcap.com/currencies/wavesgo/"
853,"Qbic","QBIC","$310,370","0.271392","1143621","$7,310","-1.51%","-0.33%","-26.20%","https://coinmarketcap.com/currencies/qbic/"
854,"Garlicoin","GRLC","$308,581","0.040368","7644113","$5,137","1.20%","-6.90%","-15.80%","https://coinmarketcap.com/currencies/garlicoin/"
855,"Onix","ONX","$304,861","0.011113","27432814","$101,330","3.27%","7.95%","3.21%","https://coinmarketcap.com/currencies/onix/"
856,"DROXNE","DRXNE","$298,842","0.004269","70010450","$888","-0.16%","11.84%","-15.25%","https://coinmarketcap.com/currencies/droxne/"
857,"Kurrent","KURT","$298,129","0.004858","61364813","$1,019","-0.16%","15.90%","-20.63%","https://coinmarketcap.com/currencies/kurrent/"
858,"Sugar Exchange","SGR","$295,529","0.084437","3500000","$11,074","1.91%","0.68%","-19.00%","https://coinmarketcap.com/currencies/sugar-exchange/"
859,"BriaCoin","BRIA","$295,439","0.407000","725895","$1,162","0.00%","19.90%","74.44%","https://coinmarketcap.com/currencies/briacoin/"
860,"PostCoin","POST","$291,431","0.018366","15868233","$1,740","-2.34%","-2.66%","-21.78%","https://coinmarketcap.com/currencies/postcoin/"
861,"HiCoin","XHI","$279,417","0.001473","189729990","$15,005","0.52%","16.03%","-0.83%","https://coinmarketcap.com/currencies/hicoin/"
862,"Abjcoin","ABJ","$278,356","0.033678","8265187","$507","-0.12%","-28.16%","6.73%","https://coinmarketcap.com/currencies/abjcoin/"
863,"Ethereum Gold","ETG","$278,285","0.023190","12000000","$1,478","-0.41%","-9.19%","-26.75%","https://coinmarketcap.com/currencies/ethereum-gold/"
864,"Golfcoin","GOLF","$274,382","0.000221","1242746513","$725","-0.18%","0.27%","-11.71%","https://coinmarketcap.com/currencies/golfcoin/"
865,"NevaCoin","NEVA","$270,736","0.097596","2774065","$545","-0.18%","-4.00%","-3.62%","https://coinmarketcap.com/currencies/nevacoin/"
866,"TOKYO","TOKC","$267,268","0.001990","134296932","$2,031","-0.14%","-2.96%","-20.01%","https://coinmarketcap.com/currencies/tokyo/"
867,"Helleniccoin","HNC","$260,823","0.003937","66256881","$5,510","-2.96%","-4.45%","28.35%","https://coinmarketcap.com/currencies/helleniccoin/"
868,"CoinonatX","XCXT","$259,222","0.014004","18510019","$652","1.41%","-16.97%","0.67%","https://coinmarketcap.com/currencies/coinonatx/"
869,"Steneum Coin","STN","$257,554","0.099196","2596407","$2,324","0.31%","1.64%","-11.11%","https://coinmarketcap.com/currencies/steneum-coin/"
870,"Marscoin","MARS","$251,827","0.008905","28279074","$635","-0.16%","44.44%","-18.15%","https://coinmarketcap.com/currencies/marscoin/"
871,"Aerium","AERM","$241,298","0.002509","96174765","$2,438","8.83%","-6.80%","-32.02%","https://coinmarketcap.com/currencies/aerium/"
872,"Dix Asset","DIX","$240,876","0.000002","100000000000","$592","-0.07%","7.71%","13.76%","https://coinmarketcap.com/currencies/dix-asset/"
873,"Nekonium","NUKO","$238,074","0.020018","11892994","$969","-0.16%","8.65%","-8.27%","https://coinmarketcap.com/currencies/nekonium/"
874,"Tokugawa","TOK","$232,229","0.235947","984244","$3,528","-1.60%","-0.83%","-16.48%","https://coinmarketcap.com/currencies/tokugawa/"
875,"Phantomx","PNX","$229,134","0.014778","15505086","$949","-2.99%","-3.29%","-57.42%","https://coinmarketcap.com/currencies/phantomx/"
876,"Titcoin","TIT","$227,494","0.004559","49898202","$914","-0.16%","-20.77%","-26.01%","https://coinmarketcap.com/currencies/titcoin/"
877,"RevolverCoin","XRE","$216,814","0.009567","22661712","$1,193","22.44%","33.01%","8.22%","https://coinmarketcap.com/currencies/revolvercoin/"
878,"300 Token","300","$215,598","718.66","300","$6,194","-0.18%","41.62%","14.14%","https://coinmarketcap.com/currencies/300-token/"
879,"Bolivarcoin","BOLI","$205,798","0.021211","9702350","$1,029","9.99%","7.30%","-20.74%","https://coinmarketcap.com/currencies/bolivarcoin/"
880,"CryptoInsight","TKR","$205,041","0.016364","12529747","$5,038","0.17%","-18.22%","-22.70%","https://coinmarketcap.com/currencies/trackr/"
881,"PayCon","CON","$194,916","0.008459","23042604","$1,258","-0.16%","11.93%","89.20%","https://coinmarketcap.com/currencies/paycon/"
882,"Fujinto","NTO","$193,928","0.002947","65802448","$2,275","-0.16%","-6.14%","-31.99%","https://coinmarketcap.com/currencies/fujinto/"
883,"RedCoin","RED","$190,890","0.002576","74107896","$503","-0.16%","16.87%","-7.49%","https://coinmarketcap.com/currencies/redcoin/"
884,"Cabbage","CAB","$190,097","0.018104","10499996","$1,095","2.46%","-10.70%","5.23%","https://coinmarketcap.com/currencies/cabbage/"
885,"Ethereum Dark","ETHD","$182,511","0.121674","1500000","$8,014","-4.75%","-6.08%","-20.81%","https://coinmarketcap.com/currencies/ethereum-dark/"
886,"LeaCoin","LEA","$179,245","0.000515","347934496","$1,025","11.14%","17.51%","-10.03%","https://coinmarketcap.com/currencies/leacoin/"
887,"808Coin","808","$177,474","0.000045","3978187849","$1,282","-0.02%","0.87%","-20.20%","https://coinmarketcap.com/currencies/808coin/"
888,"Senderon","SDRN","$174,557","0.003974","43922901","$1,080","-0.15%","4.13%","15.57%","https://coinmarketcap.com/currencies/senderon/"
889,"Catcoin","CAT","$170,720","0.026862","6355350","$7,358","-0.16%","9.67%","8.70%","https://coinmarketcap.com/currencies/catcoin/"
890,"Kayicoin","KAYI","$168,874","0.000594","284345719","$809","0.55%","-8.80%","-19.62%","https://coinmarketcap.com/currencies/kayicoin/"
891,"Influxcoin","INFX","$164,656","0.098397","1673383","$629","-0.36%","-6.25%","14.52%","https://coinmarketcap.com/currencies/influxcoin/"
892,"GlobalToken","GLT","$159,018","0.005685","27971200","$1,687","-0.64%","-5.25%","-8.52%","https://coinmarketcap.com/currencies/globaltoken/"
893,"StrongHands","SHND","$155,088","2.9e-07","537505773562","$17,716","-2.30%","0.37%","-10.76%","https://coinmarketcap.com/currencies/stronghands/"
894,"Interzone","ITZ","$149,896","0.056521","2652019","$1,968","66.68%","13.78%","?","https://coinmarketcap.com/currencies/interzone/"
895,"bitEUR","BITEUR","$146,112","1.36","107706","$1,094","0.13%","-0.25%","-2.35%","https://coinmarketcap.com/currencies/biteur/"
896,"YENTEN","YTN","$140,394","0.026354","5327228","$1,149","0.08%","-6.03%","-11.27%","https://coinmarketcap.com/currencies/yenten/"
897,"Desire","DSR","$135,802","0.134107","1012637","$13,322","-0.23%","-6.00%","-18.45%","https://coinmarketcap.com/currencies/desire/"
898,"Pioneer Coin","PCOIN","$135,222","0.051664","2617323","$720","3.22%","3.86%","-16.72%","https://coinmarketcap.com/currencies/pioneer-coin/"
899,"ReeCoin","REE","$134,915","0.000053","2560000000","$2,402","0.05%","20.75%","-9.34%","https://coinmarketcap.com/currencies/reecoin/"
900,"Peerguess","GUESS","$131,231","0.011849","11075334","$600","-0.15%","0.97%","-8.15%","https://coinmarketcap.com/currencies/guess/"
901,"ParallelCoin","DUO","$128,500","0.408300","314719","$792","-9.19%","-4.66%","-7.92%","https://coinmarketcap.com/currencies/parallelcoin/"
902,"VoteCoin","VOT","$125,623","0.007625","16474625","$560","-17.77%","-27.30%","-32.65%","https://coinmarketcap.com/currencies/votecoin/"
903,"LiteBitcoin","LBTC","$121,348","0.004193","28940333","$4,940","-2.35%","6.55%","0.04%","https://coinmarketcap.com/currencies/litebitcoin/"
904,"Honey","HONEY","$116,608","0.255744","455955","$561","-0.30%","2.88%","-10.46%","https://coinmarketcap.com/currencies/honey/"
905,"FUNCoin","FUNC","$112,450","0.019227","5848581","$2,167","2.20%","-38.92%","-49.96%","https://coinmarketcap.com/currencies/funcoin/"
906,"HomeBlockCoin","HBC","$108,301","0.021660","5000000","$11,568","0.60%","-13.10%","-36.54%","https://coinmarketcap.com/currencies/homeblockcoin/"
907,"VapersCoin","VPRC","$105,552","0.000135","780124964","$27,216","-1.12%","-9.20%","-58.10%","https://coinmarketcap.com/currencies/vaperscoin/"
908,"BitCoal","COAL","$103,331","0.022963","4500000","$1,314","-0.18%","-6.58%","-9.05%","https://coinmarketcap.com/currencies/bitcoal/"
909,"BitAsean","BAS","$94,095","0.018819","5000000","$1,242","0.17%","-0.01%","39.02%","https://coinmarketcap.com/currencies/bitasean/"
910,"Money","$$$","$87,804","0.001913","45887218","$2,054","-0.16%","-5.09%","-13.47%","https://coinmarketcap.com/currencies/money/"
911,"CoExistCoin","COXST","$85,361","0.003150","27100000","$769","0.08%","?","317.93%","https://coinmarketcap.com/currencies/coexistcoin/"
912,"Coinonat","CXT","$83,461","0.009679","8623200","$6,033","5.82%","11.72%","6.40%","https://coinmarketcap.com/currencies/coinonat/"
913,"Eryllium","ERY","$81,314","0.014478","5616315","$872","-0.18%","-15.74%","-11.78%","https://coinmarketcap.com/currencies/eryllium/"
914,"BipCoin","BIP","$77,843","0.047837","1627261","$501","-0.15%","-0.65%","-8.92%","https://coinmarketcap.com/currencies/bipcoin/"
915,"ExchangeN","EXN","$75,067","0.014719","5100000","$1,775","-0.18%","0.27%","86.01%","https://coinmarketcap.com/currencies/exchangen/"
916,"Master Swiscoin","MSCN","$61,336","0.001359","45143320","$985","-0.06%","3.44%","-19.49%","https://coinmarketcap.com/currencies/master-swiscoin/"
917,"Cannation","CNNC","$61,062","0.024653","2476893","$826","-0.16%","-2.56%","-0.33%","https://coinmarketcap.com/currencies/cannation/"
918,"EagleCoin","EAGLE","$53,298","0.025460","2093421","$2,029","-0.15%","-11.88%","-16.40%","https://coinmarketcap.com/currencies/eaglecoin/"
919,"Ride My Car","RIDE","$52,175","0.000515","101276976","$1,193","-0.18%","-2.84%","30.22%","https://coinmarketcap.com/currencies/ride-my-car/"
920,"Iconic","ICON","$51,472","0.086816","592894","$596","-0.18%","-8.07%","-28.45%","https://coinmarketcap.com/currencies/iconic/"
921,"GeertCoin","GEERT","$50,757","0.009970","5091200","$739","-1.48%","73.76%","50.38%","https://coinmarketcap.com/currencies/geertcoin/"
922,"StarCash Network","STARS","$47,675","0.049677","959693","$1,129","-35.27%","-3.31%","-19.00%","https://coinmarketcap.com/currencies/starcash-network/"
923,"Trident Group","TRDT","$44,085","0.047123","935524","$581","-0.16%","-29.46%","-53.98%","https://coinmarketcap.com/currencies/trident/"
924,"Network Token","NTWK","$42,973","0.003682","11671310","$696","-52.50%","-54.00%","-5.42%","https://coinmarketcap.com/currencies/network-token/"
925,"Royal Kingdom...","RKC","$31,351","0.011611","2700000","$15,775","0.43%","-17.09%","-37.12%","https://coinmarketcap.com/currencies/royal-kingdom-coin/"
926,"GBCGoldCoin","GBC","$31,018","0.002730","11361817","$642","1.11%","-1.68%","3.22%","https://coinmarketcap.com/currencies/gbcgoldcoin/"
927,"Veros","VRS","$25,329","0.000052","486609040","$2,573","-0.04%","-23.00%","-10.38%","https://coinmarketcap.com/currencies/veros/"
928,"PRCoin","PRC","$21,724","0.001104","19678600","$8,705","-0.16%","-5.98%","-15.37%","https://coinmarketcap.com/currencies/prcoin/"
929,"WomenCoin","WOMEN","$19,789","0.000448","44220400","$33,725","0.72%","-1.52%","-49.55%","https://coinmarketcap.com/currencies/women/"
930,"Argus","ARGUS","$13,498","0.011754","1148324","$2,625","-0.61%","7.69%","-4.25%","https://coinmarketcap.com/currencies/argus/"
931,"Project-X","NANOX","$8,640","110,393","0.078264","$1,320","-0.16%","3.81%","-61.33%","https://coinmarketcap.com/currencies/project-x/"
932,"CrevaCoin","CREVA","$8,035","0.000221","36390750","$1,586","-39.77%","-3.84%","-16.51%","https://coinmarketcap.com/currencies/crevacoin/"
933,"Ulatech","ULA","$7,845","0.036798","213187","$600,764","-11.72%","-61.62%","-2.09%","https://coinmarketcap.com/currencies/ulatech/"
934,"HarmonyCoin","HMC","$2,939","0.005237","561235","$5,981","-0.15%","1.79%","-14.78%","https://coinmarketcap.com/currencies/harmonycoin-hmc/"
935,"POLY AI","AI","$1,421","0.000623","2281981","$4,002","-0.08%","-5.53%","103.63%","https://coinmarketcap.com/currencies/poly-ai/"
936,"Digital Money...","DMB","$899","0.002134","421300","$4,781","51.25%","-21.52%","-44.35%","https://coinmarketcap.com/currencies/digital-money-bits/"
937,"FairCoin","FAIR","$17,475,769","0.328530","53193831","Low Vol","-0.15%","1.96%","43.10%","https://coinmarketcap.com/currencies/faircoin/"
938,"MUSE","MUSE","$12,751,425","0.874475","14581806","Low Vol","-0.15%","-0.37%","-19.05%","https://coinmarketcap.com/currencies/bitshares-music/"
939,"Grid+","GRID","$12,035,715","0.306748","39236491","Low Vol","?","0.85%","-18.59%","https://coinmarketcap.com/currencies/grid/"
940,"Swarm","SWM","$11,118,586","0.217528","51113355","Low Vol","-0.10%","0.64%","-8.90%","https://coinmarketcap.com/currencies/swarm-fund/"
941,"Maecenas","ART","$11,094,592","0.367978","30150150","Low Vol","-0.16%","-10.13%","-2.05%","https://coinmarketcap.com/currencies/maecenas/"
942,"KiloCoin","KLC","$10,502,707","0.053504","196297971","Low Vol","-0.16%","8.96%","-6.33%","https://coinmarketcap.com/currencies/kilocoin/"
943,"Credo","CREDO","$7,748,469","0.014091","549891703","Low Vol","9.71%","-12.92%","-41.81%","https://coinmarketcap.com/currencies/credo/"
944,"Ecobit","ECOB","$7,501,289","0.016878","444444444","Low Vol","-0.28%","0.70%","-0.44%","https://coinmarketcap.com/currencies/ecobit/"
945,"Hackspace Cap...","HAC","$7,386,389","0.022776","324308673","Low Vol","-1.91%","-2.35%","-29.23%","https://coinmarketcap.com/currencies/hackspace-capital/"
946,"E-coin","ECN","$6,721,895","19.19","350363","Low Vol","-0.16%","0.27%","-10.66%","https://coinmarketcap.com/currencies/e-coin/"
947,"AsiaCoin","AC","$5,808,292","0.004121","1409317827","Low Vol","-0.16%","-7.95%","-29.99%","https://coinmarketcap.com/currencies/asiacoin/"
948,"Vcash","XVC","$5,177,809","0.336033","15408633","?","?","?","?","https://coinmarketcap.com/currencies/vcash/"
949,"EncryptoTel [...","ETT","$5,147,240","0.082845","62131190","Low Vol","-0.19%","83.60%","88.21%","https://coinmarketcap.com/currencies/encryptotel/"
950,"Unity Ingot","UNY","$4,802,126","0.023773","202000000","?","?","?","0.14%","https://coinmarketcap.com/currencies/unity-ingot/"
951,"Xenon","XNN","$4,012,110","0.013374","300000000","Low Vol","-0.46%","3.22%","-12.95%","https://coinmarketcap.com/currencies/xenon/"
952,"Prospectors Gold","PGL","$3,915,543","0.060706","64500000","Low Vol","?","?","38.18%","https://coinmarketcap.com/currencies/prospectors-gold/"
953,"REX","REX","$3,696,878","0.426854","8660756","Low Vol","-0.16%","126.82%","47.33%","https://coinmarketcap.com/currencies/real-estate-tokens/"
954,"EventChain","EVC","$3,610,839","0.115545","31250497","Low Vol","-0.15%","-7.36%","-30.11%","https://coinmarketcap.com/currencies/eventchain/"
955,"RussiaCoin","RC","$3,548,381","0.423542","8377873","Low Vol","-0.16%","-9.84%","-24.04%","https://coinmarketcap.com/currencies/russiacoin/"
956,"Hedge","HDG","$3,061,828","0.825363","3709674","Low Vol","-37.72%","-29.51%","-61.20%","https://coinmarketcap.com/currencies/hedge/"
957,"Starta","STA","$2,968,752","0.570912","5200017","Low Vol","0.08%","-16.82%","-33.17%","https://coinmarketcap.com/currencies/starta/"
958,"Zephyr","ZEPH","$2,957,842","0.023477","125990535","Low Vol","-0.03%","0.14%","11.57%","https://coinmarketcap.com/currencies/zephyr/"
959,"Sociall","SCL","$2,620,073","0.156759","16714020","Low Vol","-0.06%","-2.50%","-34.23%","https://coinmarketcap.com/currencies/sociall/"
960,"Triaconta","TRIA","$2,371,189","8.59","276001","Low Vol","0.17%","?","?","https://coinmarketcap.com/currencies/triaconta/"
